time,switch_id,src_ip,dst_ip,proto,src_port,dst_port,in_port,pkt_rate,byte_rate,avg_pkt_size,duration,pair_flow,port_src_count,label
6.00001,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,2.22142,0,2,0
6.00001,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,19,10374,546,2.90208,1,2,0
6.00001,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,1.46716,0,2,0
6.00001,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,23,12558,546,2.56939,1,2,0
6.00001,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,1.42614,0,1,0
6.00001,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,19,10374,546,2.7943,1,1,0
6.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,19,10374,546,2.90191,1,1,0
6.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,23,12558,546,2.56913,1,1,0
6.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,19,10374,546,2.79405,1,1,0
7.00001,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,3.22142,0,2,0
7.00001,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,24,13104,546,3.90208,1,2,0
7.00001,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,2.46716,0,2,0
7.00001,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,17,9282,546,3.56939,1,2,0
7.00001,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,2.42614,0,1,0
7.00001,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,13,7098,546,3.7943,1,1,0
7.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,24,13104,546,3.90191,1,1,0
7.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,17,9282,546,3.56913,1,1,0
7.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,13,7098,546,3.79405,1,1,0
8.00001,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,4.22142,0,2,0
8.00001,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,23,12558,546,4.90208,1,2,0
8.00001,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,4,984,246,3.46716,0,2,0
8.00001,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,13,7098,546,4.56939,1,2,0
8.00001,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,4,984,246,3.42614,0,1,0
8.00001,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,22,12012,546,4.7943,1,1,0
8.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,23,12558,546,4.90191,1,1,0
8.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,13,7098,546,4.56913,1,1,0
8.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,22,12012,546,4.79405,1,1,0
9.00001,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,25,13650,546,5.90208,1,2,0
9.00001,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,4.46716,0,2,0
9.00001,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,19,10374,546,5.56939,1,2,0
9.00001,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,4.42614,0,1,0
9.00001,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,27,14742,546,5.7943,1,1,0
9.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,25,13650,546,5.90191,1,1,0
9.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,19,10374,546,5.56913,1,1,0
9.00001,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,27,14742,546,5.79405,1,1,0
10,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,6.22142,0,2,0
10,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,6.90208,1,2,0
10,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,5.46716,0,2,0
10,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,19,10374,546,6.56939,1,2,0
10,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,3,738,246,5.42614,0,1,0
10,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,14,7644,546,6.7943,1,1,0
10,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,6.90191,1,1,0
10,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,19,10374,546,6.56913,1,1,0
10,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,14,7644,546,6.79405,1,1,0
11,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,7.22142,0,2,0
11,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,20,10920,546,7.90208,1,2,0
11,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,6.46716,0,2,0
11,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,21,11466,546,7.56939,1,2,0
11,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,5,1230,246,6.42614,0,1,0
11,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,17,9282,546,7.7943,1,1,0
11,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,20,10920,546,7.90191,1,1,0
11,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,21,11466,546,7.56913,1,1,0
11,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,17,9282,546,7.79405,1,1,0
12,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,8.22142,0,2,0
12,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,8.90208,1,2,0
12,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,7.46716,0,2,0
12,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,24,13104,546,8.56939,1,2,0
12,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,16,8736,546,8.7943,1,1,0
12,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,8.90191,1,1,0
12,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,24,13104,546,8.56913,1,1,0
12,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,16,8736,546,8.79405,1,1,0
13,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,5,1230,246,9.22142,0,2,0
13,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,18,9828,546,9.90208,1,2,0
13,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,8.46716,0,2,0
13,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,15,8190,546,9.56939,1,2,0
13,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,3,738,246,8.42614,0,1,0
13,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,24,13104,546,9.7943,1,1,0
13,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,18,9828,546,9.90191,1,1,0
13,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,15,8190,546,9.56913,1,1,0
13,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,24,13104,546,9.79405,1,1,0
14,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,10.2214,0,2,0
14,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,17,9282,546,10.9021,1,2,0
14,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,9.46716,0,2,0
14,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,10,5460,546,10.5694,1,2,0
14,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,6,1476,246,9.42614,0,1,0
14,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,24,13104,546,10.7943,1,1,0
14,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,17,9282,546,10.9019,1,1,0
14,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,10,5460,546,10.5691,1,1,0
14,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,24,13104,546,10.794,1,1,0
15,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,11.2214,0,2,0
15,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,11.9021,1,2,0
15,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,10.4672,0,2,0
15,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,19,10374,546,11.5694,1,2,0
15,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,10.4261,0,1,0
15,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,25,13650,546,11.7943,1,1,0
15,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,11.9019,1,1,0
15,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,19,10374,546,11.5691,1,1,0
15,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,25,13650,546,11.794,1,1,0
16,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,12.2214,0,2,0
16,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,24,13104,546,12.9021,1,2,0
16,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,4,984,246,11.4672,0,2,0
16,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,22,12012,546,12.5694,1,2,0
16,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,11.4261,0,1,0
16,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,21,11466,546,12.7943,1,1,0
16,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,24,13104,546,12.9019,1,1,0
16,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,22,12012,546,12.5691,1,1,0
16,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,21,11466,546,12.794,1,1,0
17,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,1,246,246,13.2214,0,2,0
17,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,20,10920,546,13.9021,1,2,0
17,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,12.4672,0,2,0
17,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,23,12558,546,13.5694,1,2,0
17,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,12.4261,0,1,0
17,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,22,12012,546,13.7943,1,1,0
17,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,20,10920,546,13.9019,1,1,0
17,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,23,12558,546,13.5691,1,1,0
17,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,22,12012,546,13.794,1,1,0
18,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,16,8736,546,14.9021,1,2,0
18,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,5,1230,246,13.4672,0,2,0
18,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,9,4914,546,14.5694,1,2,0
18,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,3,738,246,13.4261,0,1,0
18,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,20,10920,546,14.7943,1,1,0
18,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,16,8736,546,14.9019,1,1,0
18,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,9,4914,546,14.5691,1,1,0
18,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,20,10920,546,14.794,1,1,0
19,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,1,246,246,15.2214,0,2,0
19,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,17,9282,546,15.9021,1,2,0
19,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,14.4672,0,2,0
19,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,29,15834,546,15.5694,1,2,0
19,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,14.4261,0,1,0
19,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,29,15834,546,15.7943,1,1,0
19,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,17,9282,546,15.9019,1,1,0
19,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,29,15834,546,15.5691,1,1,0
19,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,29,15834,546,15.794,1,1,0
20,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,1,246,246,16.2214,0,2,0
20,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,15,8190,546,16.9021,1,2,0
20,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,15.4672,0,2,0
20,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,21,11466,546,16.5694,1,2,0
20,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,5,1230,246,15.4261,0,1,0
20,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,16,8736,546,16.7943,1,1,0
20,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,15,8190,546,16.9019,1,1,0
20,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,21,11466,546,16.5691,1,1,0
20,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,16,8736,546,16.794,1,1,0
21,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,1,246,246,17.2214,0,3,0
21,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,18,9828,546,17.9021,1,3,0
21,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,16.4672,0,3,0
21,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,17,9282,546,17.5694,1,3,0
21,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,984,278159,282.682,0.820273,0,3,1
21,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,4,984,246,16.4261,0,1,0
21,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,24,13104,546,17.7943,1,1,0
21,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,18,9828,546,17.9019,1,1,0
21,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,17,9282,546,17.5691,1,1,0
21,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,24,13104,546,17.794,1,1,0
22,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,6,1476,246,18.2214,0,4,0
22,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,21,11466,546,18.9021,1,4,0
22,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,17.4672,0,4,0
22,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,23,12558,546,18.5694,1,4,0
22,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,1218,339817,278.996,1.82027,0,4,1
22,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,770,217097,281.944,0.610764,0,4,1
22,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,17.4261,0,1,0
22,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,19,10374,546,18.7943,1,1,0
22,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,21,11466,546,18.9019,1,1,0
22,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,23,12558,546,18.5691,1,1,0
22,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,19,10374,546,18.794,1,1,0
23,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,19.2214,0,4,0
23,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,19.9021,1,4,0
23,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,18.4672,0,4,0
23,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,14,7644,546,19.5694,1,4,0
23,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,1286,358341,278.648,2.82027,0,4,1
23,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,1329,375477,282.526,1.61076,0,4,1
23,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,18.4261,0,1,0
23,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,26,14196,546,19.7943,1,1,0
23,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,19.9019,1,1,0
23,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,14,7644,546,19.5691,1,1,0
23,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,26,14196,546,19.794,1,1,0
24,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,20.2214,0,4,0
24,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,19,10374,546,20.9021,1,4,0
24,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,19.4672,0,4,0
24,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,19,10374,546,20.5694,1,4,0
24,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,1259,353043,280.415,3.82027,0,4,1
24,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,1304,365222,280.078,2.61076,0,4,1
24,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,19.4261,0,1,0
24,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,19,10374,546,20.7943,1,1,0
24,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,19,10374,546,20.9019,1,1,0
24,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,19,10374,546,20.5691,1,1,0
24,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,19,10374,546,20.794,1,1,0
25,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,21.2214,0,4,0
25,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,21.9021,1,4,0
25,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,4,984,246,20.4672,0,4,0
25,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,13,7098,546,21.5694,1,4,0
25,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,1243,345407,277.882,4.82027,0,4,1
25,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,1260,347272,275.613,3.61076,0,4,1
25,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,20.4261,0,1,0
25,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,16,8736,546,21.7943,1,1,0
25,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,21.9019,1,1,0
25,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,13,7098,546,21.5691,1,1,0
25,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,16,8736,546,21.794,1,1,0
26,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,22.2214,0,4,0
26,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,24,13104,546,22.9021,1,4,0
26,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,21.4672,0,4,0
26,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,23,12558,546,22.5694,1,4,0
26,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,1274,356410,279.757,5.82027,0,4,1
26,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,1194,336154,281.536,4.61076,0,4,1
26,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,21.4261,0,1,0
26,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,24,13104,546,22.7943,1,1,0
26,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,24,13104,546,22.9019,1,1,0
26,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,23,12558,546,22.5691,1,1,0
26,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,24,13104,546,22.794,1,1,0
27,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,23.2214,0,4,0
27,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,14,7644,546,23.9021,1,4,0
27,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,4,984,246,22.4672,0,4,0
27,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,21,11466,546,23.5694,1,4,0
27,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,1211,336011,277.466,6.82027,0,4,1
27,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,1233,340998,276.56,5.61076,0,4,1
27,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,22.4261,0,1,0
27,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,17,9282,546,23.7943,1,1,0
27,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,14,7644,546,23.9019,1,1,0
27,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,21,11466,546,23.5691,1,1,0
27,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,17,9282,546,23.794,1,1,0
28,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,24.9021,1,4,0
28,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,23.4672,0,4,0
28,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,24,13104,546,24.5694,1,4,0
28,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,1251,344997,275.777,7.82027,0,4,1
